name,ndex,category,bio,type1,type2
Vikavolt,0738,Stag Beetle,"If it carries a Charjabug to use as a spare battery,
a flying [NAME] can rapidly fire high-powered
beams of electricity.",Bug,Electric
Duraludon,0884,Alloy,"The special metal that composes its body is very
light, so this Pokémon has considerable agility.
It lives in caves because it dislikes the rain.",Steel,Dragon
Palkia,0484,Spatial,"This Pokémon is feared as a deity in Hisuian legend. The birth
of [NAME] was what caused the walls of our world to disappear,
creating a sky that spans for infinity.",Water,Dragon
Kyogre,0382,Sea Basin,"[NAME] is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature.",Water,
Ekans,0023,Snake,"The older it gets, the longer it grows. At night, it
wraps its long body around tree branches to rest.",Poison,
Spiritomb,0442,Forbidden,"It lays curses by thinking wicked thoughts. Writings tell that this
Pokémon was born out of the assembly of five score and eight
malevolent spirits.",Ghost,Dark
Pansage,0511,Grass Monkey,"It’s good at finding berries and gathers them from
all over. It’s kind enough to share them
with friends.",Grass,
Florges,0671,Garden,"Its life can span several hundred years. It’s said
to devote its entire life to protecting gardens.",Fairy,
Meowstic,0678,Constraint,"The defensive instinct of the males is strong.
It’s when they’re protecting themselves or their
partners that they unleash their full power.",Psychic,
Skiddo,0672,Mount,"If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back.",Grass,
Weavile,0461,Sharp Claw,"This species corners prey as a pack, under the guidance of
a leader. [NAME] displays increased cunning, leading me to
speculate that its evolution caused further brain development.",Dark,Ice
Tapu Bulu,0787,Land Spirit,"It makes ringing sounds with its tail to let others
know where it is, avoiding unneeded conflicts.
This guardian deity of Ula’ula controls plants.",Grass,Fairy
Stunfisk,0618,Trap,"For some reason, this Pokémon smiles slightly
when it emits a strong electric current from the
yellow markings on its body.",Ground,Electric
Roggenrola,,Mantle,"==Biology==
[NAME] is a roughly spherical rock-like Pokémon. Its body is blue and covered in large, smooth facets. It has a hexagonal, yellow artifice in the center of its body, leading to a hexagonal opening that functions as an ear. [NAME] has a brown, rocky oblong atop its head and similar brown rocks that serve as feet.

[NAME] is born deep underground and was discovered about 100 years ago in an earthquake fissure in a layer of exposed rock. Its steel-hard body is made up of dirt from many centuries ago and it compares its hard physique with those of Geodude and Carbink. However, a sufficiently long soak in water will cause its body to soften to some degree. Inside of [NAME] lies an energy core, making its body somewhat warm to the touch. Its ear leads straight to its energy core, causing it to become angry if someone sticks their hand in there. As stated by Cilan in ''Where Did You Go, Audino?'', [NAME] has sensitive hearing and can hear sounds that are inaudible to humans. It tends to follow the sounds it picks up with its lone ear, panicking if these sounds cease. Dwebble is a natural enemy of [NAME], as the former tends to think that [NAME] is an inanimate rock to turn into a home. Similarly, Rhyperior has been known to mistake this Pokémon for an ordinary rock and fire them through their hands.",Rock,
Hitmontop,0237,Handstand,"After doing a handstand to throw off the
opponent’s timing, it presents its fancy kick moves.",Fighting,
Yamper,0835,Puppy,"This gluttonous Pokémon only assists people with
their work because it wants treats. As it runs,
it crackles with electricity.",Electric,
Flabébé,0669,Single Bloom,"[NAME] wears a crown made from pollen it’s
collected from its flower. The crown has hidden
healing properties.",Fairy,
Grimer,0088,Sludge,"Made of congealed sludge. It smells too putrid
to touch. Even weeds won’t grow in its path.",Poison,
Toxtricity,0849,Punk,"This short-tempered and aggressive Pokémon
chugs stagnant water to absorb any toxins it
might contain.",Electric,Poison
Tangela,0114,Vine,"It is cloaked entirely in blue vines, preventing any glimpse of
its true identity. The vines impart a refreshing sensation when
chewed—they're useful as a spice.",Grass,
Iron Valiant,1006,Paradox,It’s possible that this is the object listed as [NAME] in a certain expedition journal.,Fairy,Fighting
Dunsparce,0206,Land Snake,"The nests [NAME] live in are mazes of tunnels.
They never get lost in their own nests—they can
tell where they are by the scent of the dirt.",Normal,
Tinkatuff,0958,Hammer,These Pokémon make their homes in piles of scrap metal. They test the strength of each other’s hammers by smashing them together.,Fairy,Steel
Toucannon,0733,Cannon,"Known for forming harmonious couples, this
Pokémon is brought to wedding ceremonies as a
good luck charm.",Normal,Flying
Braviary,0628,{{tt|Valiant|Braviary}},"Screaming a bloodcurdling battle cry, this huge and ferocious
bird Pokémon goes out on the hunt. It blasts lakes with shock
waves, then scoops up any prey that float to the water's surface.",,
Omanyte,0138,Spiral,"This Pokémon is a member of an ancient, extinct
species. [NAME] paddles through water with its
10 tentacles, looking like it’s just drifting along.",Rock,Water
Grovyle,0253,Wood Gecko,"This Pokémon adeptly flies from branch to branch in trees.
In a forest, no Pokémon can ever hope to catch a fleeing
[NAME] however fast they may be.",Grass,
Electabuzz,0125,Electric,"Feeds on electrical energy. During sudden showers beneath
looming thunderclouds, one can observe [NAME] scaling tall
trees, where the Pokémon will then wait for lightning to strike.",Electric,
Falinks,0870,Formation,"The six of them work together as one Pokémon.
Teamwork is also their battle strategy, and they
constantly change their formation as they fight.",Fighting,
Impidimp,0859,Wily,"It sneaks into people’s homes, stealing things
and feasting on the negative energy of the
frustrated occupants.",Dark,Fairy
Wooloo,0831,Sheep,"If its fleece grows too long, [NAME] won’t be
able to move. Cloth made with the wool of this
Pokémon is surprisingly strong.",Normal,
Mankey,0056,Pig Monkey,"An agile Pokémon that lives in trees. It angers
easily and will not hesitate to attack anything.",Fighting,
Durant,0632,Iron Ant,"With their large mandibles, these Pokémon can
crunch their way through rock. They work
together to protect their eggs from Sandaconda.",Bug,Steel
Lunatone,0337,Meteorite,"It was discovered at the site of a meteor strike
40 years ago. Its stare can lull its foes to sleep.",Rock,Psychic
Hattrem,0857,Serene,"Using the braids on its head, it pummels foes to
get them to quiet down. One blow from those
braids would knock out a professional boxer.",Psychic,
Spheal,0363,Clap,"During the season when drift ice approaches the shore, [NAME]
prefers living on the ice—where fewer predators lurk—rather
than the land. Its fur retains heat superbly and resists harsh cold.",Ice,Water
Arrokuda,0846,Rush,"After it’s eaten its fill, its movements become
extremely sluggish. That’s when Cramorant
swallows it up.",Water,
Noivern,0715,Sound Wave,"Flying through the darkness, it weakens enemies
with ultrasonic waves that could crush stone.
Its fangs finish the fight.",Flying,Dragon
Munchlax,0446,Big Eater,"Its robust stomach allows it to nonchalantly devour even rotted
matter. It pays frequent visits to villages, seeking out food
scraps intended for compost.",Normal,
Buizel,0418,Sea Weasel,"It moves freely in the water by spinning its forked tail for
propulsion. The resemblance to the screw of a steamboat
is coincidental.",Water,
Chansey,0113,Egg,This purehearted Pokémon shares its eggs with the injured.,Normal,
Bastiodon,0411,Shield,"Its face is sturdy—as strong as diamond—and this hardness
offers a very stable defense. Much about this species is still
unknown, such as its natural habitat.",Rock,Steel
Inteleon,0818,Secret Agent,"Its nictitating membranes let it pick out foes’
weak points so it can precisely blast them with
water that shoots from its fingertips at Mach 3.",Water,
Bruxish,0779,Gnash Teeth,"Its skin is thick enough to fend off Mareanie’s
spikes. With its robust teeth, [NAME] crunches
up the spikes and eats them.",Water,Psychic
Klawf,0950,Ambush,"This Pokémon lives on sheer cliffs. It sidesteps opponents’ attacks, then lunges for their weak spots with its claws.",Rock,
Lillipup,0506,Puppy,"This Pokémon is far brighter than the average
child, and [NAME] won’t forget the love it
receives or any abuse it suffers.",Normal,
Flygon,0330,Mystic,"It is nicknamed the Desert Spirit because the
flapping of its wings sounds like a woman singing.",Ground,Dragon
Eldegoss,0830,Cotton Bloom,"The cotton on the head of this Pokémon can be
spun into a glossy, gorgeous yarn—a Galar
regional specialty.",Grass,
Dreepy,0885,Lingering,"If this weak Pokémon is by itself, a mere child
could defeat it. But if [NAME] has friends to help
it train, it can evolve and become much stronger.",Dragon,Ghost
Golbat,0042,Bat,"It sinks its sharp fangs into other creatures and slurps up their
blood. A closer look at the fangs reveals that they are hollow
and akin to straws.",Poison,Flying
Luvdisc,0370,Rendezvous,"[NAME] makes its home in coral reefs in warm
seas. It especially likes sleeping in the space
between Corsola’s branches.",Water,
Tentacruel,0073,Jellyfish,"It has 80 tentacles, each with a venomous tip. These tentacles
are also extendible, lengthening when [NAME] attempts to
catch prey. Use caution.",Water,Poison
Chatot,0441,Music Note,"A versatile performer skilled in the imitation of human speech.
It is said that older, more experienced [NAME] can even
understand the meaning of the words they mimic.",Normal,Flying
Octillery,0224,Jet,"While [NAME] still shoots water from its mouth, the drastic
anatomical difference between it and Remoraid meant that for
a long time, no one believed the former evolved from the latter.",Water,
Purrloin,0509,Devious,"Opponents that get drawn in by its adorable
behavior come away with stinging scratches from
its claws and stinging pride from its laughter.",Dark,
Maushold,0925,Family,"The larger pair protects the little ones during battles. When facing strong opponents, the whole group will join the fight.",Normal,
Pheromosa,0795,Lissome,"Although it’s alien to this world and a danger
here, it’s apparently a common organism in the
world where it normally lives.",Bug,Fighting
Abra,0063,Psi,"Spends 18 hours of the day sleeping. Even while asleep, [NAME]
can control its psychic powers—should danger approach, the
Pokémon will simply teleport away.",Psychic,
Linoone,0264,Rushing,"It uses its explosive speed and razor-sharp claws
to bring down prey. Running along winding
paths is not its strong suit.",Normal,
Eevee,0133,Evolution,"Harbors the potential to evolve into manifold forms.
Within [NAME] lies the key to the mysteries of Pokémon
evolution—I'm certain of it.",Normal,
Stantler,0234,Big Horn,"Its strangely shaped antlers have the power to bewitch those
who see them. Medicine made by grinding up the black orbs
from fallen antlers is an effective treatment for insomnia.",Normal,
Mamoswine,0473,Twin Tusk,"This species reached its zenith during the period known as the
ice age. I suspect that Hisui's frigid climate is in harmony with
[NAME]'s constitution, thus awakening hidden potential.",Ice,Ground
Mesprit,0481,Emotion,"Known as the Being of Emotion. In legend, this Pokémon was
feared, as any who showed disrespect would have their
emotions thrown into disarray.",Psychic,
Blaziken,0257,Blaze,"[NAME] has incredibly strong legs—it can easily clear a
30-story building in one leap. This Pokémon’s blazing punches
leave its foes scorched and blackened.",Fire,Fighting
Servine,0496,Grass Snake,"When it gets dirty, its leaves can’t be used in
photosynthesis, so it always keeps itself clean.",Grass,
Vibrava,0329,Vibration,"To help make its wings grow, it dissolves
quantities of prey in its digestive juices and
guzzles them down every day.",Ground,Dragon
Drifloon,0425,Balloon,"Said to lure away young children and carry them off to the
afterlife. Some whisper that [NAME] are formed of reincarnated
human souls, but these rumors are as yet unconfirmed.",Ghost,Flying
Sylveon,0700,Intertwining,"It emits a soothing aura from its ribbon-shaped organs. It wraps
these appendages around quarrelers to instantly restore calm to
the situation.",Fairy,
Azelf,0482,Willpower,"The dreaded Being of Willpower. Legends tell of this Pokémon
manipulating the will of its adversaries and turning them into
puppets of its own.",Psychic,
Kabuto,0140,Shellfish,"While some say this species has gone extinct,
[NAME] sightings are apparently fairly common
in some places.",Rock,Water
Farigiraf,0981,Long Neck,The hardened head from the tail protects the head of the main body as [NAME] whips its long neck around to headbutt enemies.,Normal,Psychic
Smeargle,0235,Painter,"It draws symbols with the fluid that oozes from
the tip of its tail. Depending on the symbol,
[NAME] fanatics will pay big money for them.",Normal,
Flaaffy,0180,Wool,"It stores electricity in its fluffy fleece. If it
stores up too much, it will start to go bald in
those patches.",Electric,
Mareep,0179,Wool,"Rubbing its fleece generates electricity.
You’ll want to pet it because it’s cute, but if you
use your bare hand, you’ll get a painful shock.",Electric,
Murkrow,0198,Darkness,"Widely shunned as a bearer of ill fortune. Upon crossing paths
with this creature, I've been told one must chant ”Workrum,
Workrum—bad luck, don't come” as a protective incantation.",Dark,Flying
Hatterene,0858,Silent,"If you’re too loud around it, you risk being torn
apart by the claws on its tentacle. This Pokémon
is also known as the Forest Witch.",Psychic,Fairy
Granbull,0210,Fairy,"Although it’s popular with young people,
[NAME] is timid and sensitive, so it’s totally
incompetent as a watchdog.",Fairy,
Lechonk,0915,Hog,This Pokémon spurns all but the finest of foods. Its body gives off an herblike scent that bug Pokémon detest.,Normal,
Wurmple,0265,Worm,"Likes sap and is abundant in the wild. Why it evolves into
various different forms is unknown. One cannot tell from a
[NAME]'s appearance which form it will take when it evolves.",Bug,
Poltchageist,1012,Matcha,"[NAME] looks like a regional form of Sinistea, but it was recently discovered that the two Pokémon are entirely unrelated.",Grass,Ghost
Eiscue,0875,Penguin,"This Pokémon keeps its heat-sensitive head cool
with ice. It fishes for its food, dangling its single
hair into the sea to lure in prey.",Ice,
Castform,0351,Weather,"Its form changes depending on the weather.
The rougher conditions get, the rougher
[NAME]’s disposition!",Normal,
Pangoro,0675,Daunting,"Using its leaf, [NAME] can predict the moves of
its opponents. It strikes with punches that can
turn a dump truck into scrap with just one hit.",Fighting,Dark
Pinsir,0127,{{tt|Stag Beetle|STAGBEETLE before Generation III}},"This Pokémon clamps its pincers down on its prey
and then either splits the prey in half or flings
it away.",Bug,
Moltres,0146,{{tt|Flame|Moltres}},"There are stories of this Pokémon using its
radiant, flame-cloaked wings to light up paths
for those lost in the mountains.",Fire,Flying
Beheeyem,0606,Cerebral,"Sometimes found drifting above wheat fields,
this Pokémon can control the memories of
its opponents.",Psychic,
Spoink,0325,Bounce,"[NAME] keeps a pearl on top of its head. The pearl functions to
amplify this Pokémon’s psychokinetic powers. It is therefore on
a constant search for a bigger pearl.",Psychic,
Pupitar,0247,Hard Shell,"It will not stay still, even while it’s a pupa.
It already has arms and legs under its solid shell.",Rock,Ground
Oricorio,0741,Dancing,"This [NAME] has drunk red nectar. If its Trainer
gives the wrong order, this passionate Pokémon
becomes fiercely angry.",Fire,Flying
Lycanroc,0745,Wolf,"With swift movements, this Pokémon gradually
backs its prey into a corner. [NAME]’s fangs are
always aimed toward opponents’ weak spots.",Rock,
Pincurchin,0871,Sea Urchin,"It stores electricity in each spine. Even if one gets
broken off, it still continues to emit electricity for
at least three hours.",Electric,
Gardevoir,0282,Embrace,"It will dedicate itself to defending a master it has come to
adore. Its pure white dress, reminiscent of those worn by ladies
of nobility, is the dress of one who is willing to risk their life.",Psychic,Fairy
Scatterbug,0664,Scatterdust,"The powder that covers its body
regulates its temperature, so it
can live in any region or climate.",Bug,
Zangoose,0335,Cat Ferret,"[NAME] usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This Pokémon shares
a bitter rivalry with Seviper that dates back over generations.",Normal,
Ferroseed,0597,Thorn Seed,"Mossy caves are their preferred dwellings.
Enzymes contained in mosses help [NAME]’s
spikes grow big and strong.",Grass,Steel
Sinistea,0854,Black Tea,"The teacup in which this Pokémon makes its
home is a famous piece of antique tableware.
Many forgeries are in circulation.",Ghost,
Zacian,0888,Warrior,"This Pokémon has slumbered for many years.
Some say it’s Zamazenta’s elder sister—others
say the two Pokémon are rivals.",Fairy,
Wynaut,0360,Bright,"It tends to move in a pack with others.
They cluster in a tight group to sleep in a cave.",Psychic,
Bronzong,0437,Bronze Bell,"Some believe that its bell-like cry opens holes to another world.
It has been revered as a deity since ancient times.",Steel,Psychic
Rampardos,0409,Head Butt,"Very little is known about its biology. Can knock down massive
trees by smashing its beautiful, pearl-like crown against them.",Rock,
Cufant,0878,Copperderm,"If a job requires serious strength, this Pokémon
will excel at it. Its copper body tarnishes in the
rain, turning a vibrant green color.",Steel,
Flapple,0841,Apple Wing,"It flies on wings of apple skin and spits a
powerful acid. It can also change its shape
into that of an apple.",Grass,Dragon
Audino,0531,Hearing,"This Pokémon has a kind heart. By touching with
its feelers, [NAME] can gauge other creatures’
feelings and physical conditions.",Normal,
Tyrogue,0236,Scuffle,"Even though it is small, it can’t be ignored because
it will slug any handy target without warning.",Fighting,
Garbodor,0569,Trash Heap,"The toxic liquid it launches from its right arm
is so virulent that it can kill a weakened
creature instantly.",Poison,
Vulpix,0037,Fox,"In its belly burns a fire, which [NAME] spits out in the form of
fireballs. When young, this Pokémon has but one white tail.
As the Pokémon matures, this single tail splits into six.",Fire,
Floette,0670,Single Bloom,"It gives its own power to flowers, pouring its
heart into caring for them. [NAME] never forgives
anyone who messes up a flower bed.",Fairy,
Shiftry,0275,Wicked,"It lives quietly in the deep forest. It is said to
create chilly winter winds with the fans it holds.",Grass,Dark
Snivy,0495,Grass Snake,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop.",Grass,
Gholdengo,1000,Coin Entity,It has a sturdy body made up of stacked coins. [NAME] overwhelms its enemies by firing coin after coin at them in quick succession.,Steel,Ghost
Pawmo,0922,Mouse,[NAME] uses a unique fighting technique in which it uses its forepaws to strike foes and zap them with electricity from its paw pads simultaneously.,Electric,Fighting
Grookey,0810,Chimp,"It attacks with rapid beats of its stick.
As it strikes with amazing speed, it gets
more and more pumped.",Grass,
Absol,0359,Disaster,"Because of this Pokémon’s ability to detect
danger, people mistook [NAME] as a bringer
of doom.",Dark,
Whirlipede,,Curlipede,"==Biology==
[NAME] is an insectoid Pokémon encased in a hard, segmented shell. It has two pairs of purple, horn-like feelers with dark gray stripes, with one pair extended upward from its front and the other pointing downward from its lower rear. Two poisonous barbs flank either side of each segment of its shell. The shell itself is purple, with red rings in the middle of each segment and a darker gray border circling its open center. [NAME]'s eyes can be seen within the center, and have slitted pupils, yellow sclerae, and thick, gray eyelids. 

[NAME] remains motionless while storing energy for Evolution, but will move to stab approaching predators with its poisonous spikes. If attacked, it can quickly spin its body like a wheel and crash furiously into opponents. It can move to about the speed of 60 mph.",Bug,Poison
Ditto,0132,Transform,"When it encounters another [NAME], it will move
faster than normal to duplicate that opponent exactly.",Normal,
Trumbeak,0732,Bugle Beak,"From its mouth, it fires the seeds of berries
it has eaten. The scattered seeds give rise
to new plants.",Normal,Flying
Glalie,0362,Face,"It covers its body with an armor of ice harder than steel. Uses its
breath to freeze prey, which it then devours as if they were
frozen desserts.",Ice,
Inkay,0686,Revolving,"By exposing foes to the blinking of its
luminescent spots, [NAME] demoralizes them,
and then it seizes the chance to flee.",Dark,Psychic
Ting-Lu,1003,Ruinous,"It slowly brings its exceedingly heavy head down upon the ground, splitting the earth open with huge fissures that run over 160 feet deep.",Dark,Ground
Tangrowth,0465,Vine,"Draped with long vines, it resembles a shrub in appearance.
It swings bundles of vines as though they were arms, wrapping
them around prey to ensnare them.",Grass,
Rhyperior,0464,Drill,"This Pokémon evolved through use of a curious item. Its rocklike
hide is composed of a mysterious substance and can withstand a
blow from a masterwork sword with nary a scratch.",Ground,Rock
Coalossal,0839,Coal,"While it’s engaged in battle, its mountain of coal
will burn bright red, sending off sparks that
scorch the surrounding area.",Rock,Fire
Dratini,0147,Dragon,"This Pokémon was long considered to be no
more than a myth. The small lump on a [NAME]’s
forehead is actually a horn that’s still coming in.",Dragon,
Shelgon,0372,Endurance,"[NAME] ignores its hunger entirely, never eating
any food. Apparently, [NAME] will evolve once
all its energy stores are used up.",Dragon,
Typhlosion,,{{tt|Volcano|Typhlosion}},"==Biology==
[NAME] is a bulky mammalian Pokémon with a long, yet agile body. It is classified as a quadruped, but it is capable of bipedal movement. Most of its body is cream-colored, but its back and the top of its head are a dark green-blue. It has a short, rounded snout and small, triangular eyes and ears. When its mouth is open, its sharp canine teeth and thick tongue are visible. Each of its paws has five digits and there is a coarse, spiky fringe of fur along its rear. Across the back of its neck, several red spots can produce fire.

[NAME] is capable of making anything go up in flames when angered and creating explosions by rubbing its fur together. The heat it generates when ready for battle creates a shimmering haze that can also be used to hide itself. When fully enraged, anything [NAME] touches instantly goes up in flames. Though it is rare in the wild, it can be found living on grasslands. As mentioned in Sleep, [NAME] is known to toss and turn while sleeping. Because this behavior causes its fur to rub together, creating accidental explosions, it is recommended to avoid a sleeping [NAME].",,
Chandelure,0609,Luring,"In homes illuminated by [NAME] instead of
lights, funerals were a constant occurrence—
or so it’s said.",Ghost,Fire
Veluza,0976,Jettison,"[NAME] has excellent regenerative capabilities. It sheds spare flesh from its body to boost its agility, then charges at its prey.",Water,Psychic
Applin,0840,Apple Core,"As soon as it’s born, it burrows into an apple. Not
only does the apple serve as its food source, but
the flavor of the fruit determines its evolution.",Grass,Dragon
Feraligatr,0160,Big Jaw,"[NAME] intimidates its foes by opening its huge mouth.
In battle, it will kick the ground hard with its thick and powerful
hind legs to charge at the foe at an incredible speed.",Water,
Registeel,0379,Iron,"It’s rumored that this Pokémon was born deep
underground in the planet’s mantle and that it
emerged onto the surface 10,000 years ago.",Steel,
Marowak,0105,{{tt|Bone Keeper|BONEKEEPER before Generation III}},"When this Pokémon evolved, the skull of its
mother fused to it. [NAME]’s temperament also
turned vicious at the same time.",Ground,
Torterra,0389,Continent,"This remarkable, large-bodied Pokémon would serve beautifully
as borrowed scenery for a garden, and its strength is peerless.
[NAME] roams the wilderness in search of clean water.",Grass,Ground
Sawk,0539,Karate,"The karate chops of a [NAME] that’s trained itself
to the limit can cleave the ocean itself.",Fighting,
Polteageist,0855,Black Tea,"Leaving leftover black tea unattended is asking
for this Pokémon to come along and pour itself
into it, turning the tea into a new [NAME].",Ghost,
Tsareena,0763,Fruit,"A kick from the hardened tips of this Pokémon’s
legs leaves a wound in the opponent’s body and
soul that will never heal.",Grass,
Relicanth,0369,Longevity,"This Pokémon was discovered during deep-sea
exploration. Its appearance hasn’t changed in
100,000,000 years, so it’s called a living fossil.",Water,Rock
Eelektross,0604,EleFish,"They crawl out of the ocean using their arms.
They will attack prey on shore and immediately drag
it into the ocean.",Electric,
Torkoal,0324,Coal,"You find abandoned coal mines full of them.
They dig tirelessly in search of coal.",Fire,
Lumineon,0457,Neon,"Uses its gleaming fins to hunt its prey. The view of [NAME]
schooling near the surface of the sea at night is breathtaking—
it's as though there were shining stars right there.",Water,
Kartana,0798,Drawn Sword,"Although it’s alien to this world and a danger
here, it’s apparently a common organism in the
world where it normally lives.",Grass,Steel
Fraxure,0611,Axe Jaw,"Its skin is as hard as a suit of armor. [NAME]’s
favorite strategy is to tackle its opponents,
stabbing them with its tusks at the same time.",Dragon,
Lunala,0792,Moone,"It steals the light from its surroundings and then
becomes the full moon, showering its own light
across the night sky.",Psychic,Ghost
Spritzee,0682,Perfume,"The scent its body gives off enraptures those
who smell it. Noble ladies had no shortage of
love for [NAME].",Fairy,
Shedinja,0292,Shed,"A strange Pokémon—it flies without moving its
wings, has a hollow shell for a body, and does
not breathe.",Bug,Ghost
Spinda,0327,Spot Panda,"Each [NAME]’s spot pattern is different. With its
stumbling movements, it evades opponents’
attacks brilliantly!",Normal,
Crocalor,0910,Fire Croc,The valve in [NAME]’s flame sac is closely connected to its vocal cords. This Pokémon utters a guttural cry as it spews flames every which way.,Fire,
Armaldo,0348,Plate,"Though it lives on land, it’s also a good swimmer.
It dives into the ocean in search of prey, using its
sharp claws to take down its quarry.",Rock,Bug
Bunnelby,0659,Digging,"It’s very sensitive to danger. The sound of
Corviknight’s flapping will have [NAME]
digging a hole to hide underground in moments.",Normal,
Maschiff,0942,Rascal,"Its well-developed jaw and fangs are strong enough to crunch through boulders, and its thick fat makes for an excellent defense.",Dark,
Iron Thorns,0995,Paradox,Some of its notable features match those of an object named within a certain expedition journal as [NAME].,Rock,Electric
Diglett,0050,Mole,"It burrows through the ground at a shallow depth.
It leaves raised earth in its wake, making it easy
to spot.",Ground,
Togetic,0176,Happiness,"No records exist of [NAME] being seen in the wilds. Rumors
abound that it evolves under the loving care of a trusted human
companion, upon whom the Pokémon then bestows great joy.",Fairy,Flying
Sharpedo,0319,Brutal,"This Pokémon is known as the Bully of the Sea.
Any ship entering the waters [NAME] calls
home will be attacked—no exceptions.",Water,Dark
Turtwig,0387,Tiny Leaf,"This Pokémon becomes more energetic the more sunlight there
is. The part resembling a shell is similar to silt and is slightly
damp and warm to the touch.",Grass,
Qwilfish,0211,Balloon,"Fishers detest this troublesome Pokémon because it sprays
poison from its spines, getting it everywhere. A different form
of [NAME] lives in other regions.",Water,Poison
Goodra,0706,{{tt|Dragon|Goodra}},"Able to freely control the hardness of its metallic shell.
It loathes solitude and is extremely clingy—it will fume and
run riot if those dearest to it ever leave its side.",,
Camerupt,0323,Eruption,"The humps on [NAME]’s back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This Pokémon apparently erupts often when it is enraged.",Fire,Ground
Meowth,0052,{{tt|Scratch Cat|SCRATCHCAT before Generation III}},"It washes its face regularly to keep the coin on
its forehead spotless. It doesn’t get along with
Galarian [NAME].",Normal,
Latios,0381,Eon,"[NAME] will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance.",Dragon,Psychic
Walking Wake,1009,Paradox,"It resembles an illustration published in a paranormal magazine, said to be a depiction of a super-ancient Suicune.",Water,Dragon
Fomantis,0753,Sickle Grass,"During the day, [NAME] basks in sunlight and
sleeps peacefully. It wakes and moves around
at night.",Grass,
Tepig,0498,Fire Pig,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp.",Fire,
Wo-Chien,1001,Ruinous,"It drains the life-force from vegetation, causing nearby forests to instantly wither and fields to turn barren.",Dark,Grass
Machoke,0067,Superpower,"A sturdy creature boasting a robust physique and boundless
stamina. Loves training above all else and voluntarily assists with
tasks such as construction and clearing land.",Fighting,
Empoleon,0395,Emperor,"Since ancient times, it has been revered by the people of Hisui,
who call it the Master of the Waves. Its wings are a match for
even master-crafted blades.",Water,Steel
Pidove,0519,Tiny Pigeon,"It’s forgetful and not very bright, but many
Trainers love it anyway for its friendliness
and sincerity.",Normal,Flying
Copperajah,0879,Copperderm,"These Pokémon live in herds. Their trunks have
incredible grip strength, strong enough to crush
giant rocks into powder.",Steel,
Decidueye,0724,Arrow Quill,"The air stored inside the rachises of [NAME]'s feathers
insulates the Pokémon against Hisui's extreme cold. This is
firm proof that evolution can be influenced by environment.",Grass,Ghost
Koffing,0109,Poison Gas,"It adores polluted air. Some claim that [NAME]
used to be more plentiful in the Galar region
than they are now.",Poison,
Rellor,0953,Rolling,It rolls its mud ball around while the energy it needs for evolution matures. Eventually the time comes for it to evolve.,Bug,
Enamorus,0905,Love-Hate,"When it flies to this land from across the sea, the bitter winter
comes to an end. According to legend, this Pokémon's love
gives rise to the budding of fresh life across Hisui.",Fairy,Flying
Cherubi,0420,Cherry,"Once the fruit growing alongside the main body is large and
plump, [NAME] will use the nutrients within to evolve. The fruit
then detaches, becoming nourishment for other creatures.",Grass,
Lopunny,0428,Rabbit,"Its fur is warm and yet remarkably light. This Pokémon kicks as
though it were a master of karate, driving back its opponents
with ease.",Normal,
Gouging Fire,1020,Paradox,It resembles an eerie Pokémon once shown in a paranormal magazine. That Pokémon was said to be an Entei regenerated from a fossil.,Fire,Dragon
Politoed,0186,Frog,"The cry of a male is louder than that of a female.
Male [NAME] with deep, menacing voices find
more popularity with the opposite gender.",Water,
Slurpuff,0685,Meringue,"[NAME]’s fur contains a lot of air, making it soft
to the touch and lighter than it looks.",Fairy,
Lickilicky,0463,Licking,"Its tongue can extend and contract freely, and it is capable of
reaching lengths over 10 times [NAME]'s height. Beware of the
saliva, as it contains corrosive elements.",Normal,
Zubat,0041,Bat,"Makes its home in gloomy caves. Atrophied eyes have left this
Pokémon blind, so it scans its surroundings via sound waves that
it emits from its mouth as it flies.",Poison,Flying
Fezandipiti,1016,Retainer,[NAME] beats its glossy wings to scatter pheromones that captivate people and Pokémon.,Poison,Fairy
Raticate,0020,{{tt|Mouse|RAT before Generation III}},"Its hind feet are webbed. They act as flippers,
so it can swim in rivers and hunt for prey.",Normal,
Kingler,0099,Pincer,"Its oversized claw is very powerful, but when it’s
not in battle, the claw just gets in the way.",Water,
Patrat,0504,Scout,"Extremely cautious, one of them will always be on
the lookout, but it won’t notice a foe coming
from behind.",Normal,
Munna,0517,Dream Eater,"It eats dreams and releases mist. The mist is pink
when it’s eating a good dream, and black when
it’s eating a nightmare.",Psychic,
Slaking,0289,Lazy,"Wherever [NAME] live, rings of over a yard in diameter appear
in grassy fields. They are made by the Pokémon as it eats all
the grass within reach while lying prone on the ground.",Normal,
Magearna,0801,Artificial,"Built roughly 500 years ago by a scientist,
the part called the Soul-Heart is the
actual life-form.",Steel,Fairy
